Drug_name,drug_approved,drug_withdrawn,drugBank_id,cancer,comment,num_trials_similar_drug,original_num_trials,moa,target,disease.area,indication,phase,description,cancer_desc
Chlorthalidone,True,False,DB00310,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,carbonic anhydrase inhibitor,"CA1, CA12, CA14, CA4, CA7, SLC12A1, SLC12A3","cardiology, gastroenterology, rheumatology, nephrology","hypertension, edema, congestive heart failure, hepatic cirrhosis, nephrotic syndrome, acute glomerulonephritis (AGN), chronic renal failure",Launched,"Chlorthalidone is a thiazide-like diuretic used for the treatment of hypertension and for management of edema caused by conditions such as heart failure or renal impairment. Chlorthalidone improves blood pressure and swelling by preventing water absorption from the kidneys through inhibition of the Na+/Cl− symporter in the distal convoluted tubule cells in the kidney. The exact mechanism of chlorthalidone's anti-hypertensive effect is under debate, however, it is thought that increased diuresis results in decreased plasma and extracellular fluid volume, decreased cardiac output and therefore overall reduction in blood pressure.[A176324]

Chlorthalidone is considered first-line therapy for management of uncomplicated hypertension as there is strong evidence from meta-analyses that thiazide diuretics such as chlorthalidone reduce the risk of stroke, myocardial infarction, heart failure, and cardiovascular all-cause mortality in patients with hypertension.[A173863] In particular, the ALLHAT trial confirmed the role of thiazide diuretics as first-line therapy and demonstrated that chlorthalidone had a statistically significant lower incidence of stroke and heart failure when compared to [DB00722], [DB00381], or [DB00590].[A173884, A173887] Further studies have indicated that low-dose thiazides are as good as, and in some secondary endpoints, better than β-blockers, ACE inhibitors, Calcium Channel Blockers or ARBs.

Chlorthalidone has been shown to have a number of pleiotropic effects that differentiate it from other diuretics such as [DB00999]. In addition to its antihypertensive effects, chlorthalidone has also been shown to decrease platelet aggregation and vascular permeability, as well as promote angiogenesis in vitro, which is thought to be partly the result of reductions in carbonic anhydrase–dependent pathways. These pathways may play a role in chlorthalidone's cardiovascular risk reduction effects.[A176330]",False
Pentobarbital,True,False,DB00312,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,"barbiturate antiepileptic, GABA receptor modulator","CHRNA4, CHRNA7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA2, GRIK2, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B",,,Withdrawn,"A short-acting barbiturate that is effective as a sedative and hypnotic (but not as an anti-anxiety) agent and is usually given orally. It is prescribed more frequently for sleep induction than for sedation but, like similar agents, may lose its effectiveness by the second week of continued administration. (From AMA Drug Evaluations Annual, 1994, p236)",False
Capreomycin,True,False,DB00314,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,protein synthesis inhibitor,,infectious disease,tuberculosis,Launched,Cyclic peptide antibiotic similar to viomycin. It is produced by Streptomyces capreolus.,False
Zolmitriptan,True,False,DB00315,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,serotonin receptor agonist,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F",neurology/psychiatry,migraine headache,Launched,"Zolmitriptan is a member of the triptan class of 5-hydroxytryptamine(5-HT)<sub>1B/1D/(1F)</sub> receptor agonists used to treat acute migraine.[A462, L12978] [Sumatriptan] was the first triptan to be developed, but had poor oral bioavailability and lipophilicity. This led to the development of second-generation triptans, including [almotriptan], [eletriptan], [frovatriptan], [naratriptan], [rizatriptan], and zolmitriptan.[A193791] Triptans can be administered alone or in combination with an NSAID like [naproxen], and represent the current ""gold standard"" for acute migraine treatment.[A193797]

Zolmitriptan was first approved by the FDA for sale by Zeneca Pharmaceuticals under the trade name Zomig® on November 25, 1997. It is currently available in both tablet and nasal spray forms.[L12978]",False
Dihydroergotamine,True,False,DB00320,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,serotonin receptor agonist,"ADRA2A, DRD2, HTR1B, HTR1D, HTR1E, HTR1F, HTR2B, HTR7",neurology/psychiatry,migraine headache,Launched,"A 9,10alpha-dihydro derivative of ergotamine. It is used as a vasoconstrictor, specifically for the therapy of migraine disorders.",False
Tolcapone,True,True,DB00323,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,catechol O methyltransferase inhibitor,COMT,,,Withdrawn,"Tolcapone is a drug that inhibits the enzyme catechol-O-methyl transferase (COMT). It is used in the treatment of Parkinson's disease as an adjunct to levodopa/carbidopa medication. It is a yellow, odorless, non-hygroscopic, crystalline compound. Tolcapone is associated with a risk of hepatotoxicity.",False
Ethambutol,True,False,DB00330,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,bacterial cell wall synthesis inhibitor,,infectious disease,tuberculosis,Launched,"An antitubercular agent that inhibits the transfer of mycolic acids into the cell wall of the tubercle bacillus. It may also inhibit the synthesis of spermidine in mycobacteria. The action is usually bactericidal, and the drug can penetrate human cell membranes to exert its lethal effect. (From Smith and Reynard, Textbook of Pharmacology, 1992, p863)",False
Pyrazinamide,True,False,DB00339,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,fatty acid synthase inhibitor,FASN,infectious disease,tuberculosis,Launched,A pyrazine that is used therapeutically as an antitubercular agent.,False
Metixene,True,False,DB00340,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,acetylcholine receptor antagonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5",neurology/psychiatry,Parkinson's Disease,Launched,Metixene (or methixene) is a anticholinergic used as an antiparkinsonian agent.,False
Terfenadine,True,True,DB00342,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,histamine receptor antagonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HRH1, KCNH1, KCNH2",,,Withdrawn,"In the U.S., Terfenadine was superseded by fexofenadine in the 1990s due to the risk of cardiac arrhythmia caused by QT interval prolongation.",False
Diltiazem,True,False,DB00343,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,calcium channel blocker,"CACNA1C, CACNA1S, CACNA2D1, CACNG1, HTR3A, KCNA5",cardiology,"hypertension, angina pectoris",Launched,"Diltiazem is a benzothiazepine derivative with antihypertensive and vasodilating properties. Approved in 1982 by the FDA, it is a member of the non-dihydropyridine calcium channel blockers drug class. It works through various mechanisms of action, but it primarily works by inhibiting the calcium influx into cardiac and vascular smooth muscle during depolarization.[L10556] Compared to dihydropyridine drugs, such as [nifedipine], that preferentially act on vascular smooth muscle and [verapamil] that directly acts on the heart muscle, diltiazem displays an intermediate specificity to target both the cardiac and vascular smooth muscle.[T28] Being a potent vasodilator, diltiazem is used clinically as an antihypertensive, anti-arrhythmic, and as an anti-anginal agent [L6289] for the management of cardiovascular conditions such as hypertension, chronic stable angina, atrial fibrillation, atrial flutter. Apart from its main FDA-approved indications, diltiazem has also been used for numerous off-label indications, such as anal fissures (in topical formulations), migraine prophylaxis, pulmonary hypertension, and rest-related cramps in the lower extremities.[L6289] Typically available in extended-release oral and intravenous formulations, diltiazem is marketed under various brand names with Cardizem and Tiazac being the most common ones.",False
Protriptyline,True,False,DB00344,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,tricyclic antidepressant,"SLC6A2, SLC6A4",neurology/psychiatry,depression,Launched,"Protriptyline hydrochloride is a dibenzocycloheptene-derivative tricyclic antidepressant (TCA). TCAs are structurally similar to phenothiazines. They contain a tricyclic ring system with an alkyl amine substituent on the central ring. In non-depressed individuals, protriptyline does not affect mood or arousal, but may cause sedation. In depressed individuals, protriptyline exerts a positive effect on mood. TCAs are potent inhibitors of serotonin and norepinephrine reuptake. In addition, TCAs down-regulate cerebral cortical &beta;-adrenergic receptors and sensitize post-synaptic serotonergic receptors with chronic use. The antidepressant effects of TCAs are thought to be due to an overall increase in serotonergic neurotransmission. TCAs also block histamine H<sub>1</sub> receptors, alpha<sub>1</sub>-adrenergic receptors and muscarinic receptors, which accounts for their sedative, hypotensive and anticholinergic effects (e.g. blurred vision, dry mouth, constipation, urinary retention), respectively. See toxicity section below for a complete listing of side effects. Protriptyline may be used for the treatment of depression.",False
Aminohippuric acid,True,False,DB00345,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,SLC22A6,,,Launched,The glycine amide of 4-aminobenzoic acid. Its sodium salt is used as a diagnostic aid to measure effective renal plasma flow (ERPF) and excretory capacity. [PubChem],False
Alfuzosin,True,False,DB00346,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,adrenergic receptor antagonist,"ADRA1A, ADRA1B, ADRA1D, KCNH2",urology,benign prostatic hyperplasia (BPH),Launched,"Alfuzosin (INN, provided as the hydrochloride salt) is an alpha-adrenergic blocker used to treat benign prostatic hyperplasia (BPH). It works by relaxing the muscles in the prostate and bladder neck, making it easier to urinate.",False
Trimethadione,True,False,DB00347,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,,,,,,"An anticonvulsant effective in absence seizures, but generally reserved for refractory cases because of its toxicity. (From AMA Drug Evaluations Annual, 1994, p378)",False
Clobazam,True,False,DB00349,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,GABA benzodiazepine site receptor agonist,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ",neurology/psychiatry,seizures,Launched,"Clobazam belongs to the 1,5-benzodiazepine class of drugs and is expected to have a better side-effect profile compared to older 1,4-benzodiazepines. It has been marketed as an anxiolytic since 1975 and an anticonvulsant since 1984. The oral preparation was FDA approved on October 21, 2011. An oral suspension is expected to be available in 2013.",False
Minoxidil,True,False,DB00350,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,"KATP activator, Kir6 channel (KATP) activator, vasodilator","ABCC9, KCNJ1, KCNJ10, KCNJ11, KCNJ8, PTGS1",endocrinology,androgenetic alopecia,Launched,A potent direct-acting peripheral vasodilator (vasodilator agents) that reduces peripheral resistance and produces a fall in blood pressure.,False
Methylergometrine,True,False,DB00353,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,"dopamine receptor antagonist, serotonin receptor antagonist","DRD1, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C","hematology, neurology/psychiatry","postpartum hemorrhage (PPH), migraine headache",Launched,"A homolog of ergonovine containing one more CH2 group. (Merck Index, 11th ed)",False
Aztreonam,True,False,DB00355,0,"Approved, not in clinical trial, not similar to drug in clinical trial",0.0,0.0,bacterial cell wall synthesis inhibitor,,infectious disease,"urinary tract infections, respiratory tract infections, bacterial septicemia, skin infections, intra-abdominal infections, gynecologic infections",Launched,"A monocyclic beta-lactam antibiotic originally isolated from Chromobacterium violaceum. It is resistant to beta-lactamases and is used in gram-negative infections, especially of the meninges, bladder, and kidneys. It may cause a superinfection with gram-positive organisms.",False
